,batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,max_total_run_x,crr,rrr,results,total_run_x
754,Gujarat Titans,Royal Challengers Bangalore,Bengaluru,196,119,2,,12.0,9.88,1,198.0
755,Gujarat Titans,Royal Challengers Bangalore,Bengaluru,192,118,1,,18.0,9.76,1,198.0
756,Gujarat Titans,Royal Challengers Bangalore,Bengaluru,191,117,0,,14.0,9.79,1,198.0
757,Gujarat Titans,Chennai Super Kings,Chennai,170,119,3,,18.0,8.57,0,173.0
758,Gujarat Titans,Chennai Super Kings,Chennai,170,118,2,,9.0,8.64,0,173.0
759,Gujarat Titans,Chennai Super Kings,Chennai,169,117,1,,8.0,8.67,0,173.0
760,Gujarat Titans,Chennai Super Kings,Chennai,169,116,0,,6.0,8.74,0,173.0
761,Lucknow Super Giants,Mumbai Indians,Chennai,183,125,9,,-0.0,8.78,0,183.0
762,Lucknow Super Giants,Mumbai Indians,Chennai,183,124,8,,-0.0,8.85,0,183.0
763,Lucknow Super Giants,Mumbai Indians,Chennai,173,119,3,,60.0,8.72,0,183.0
764,Lucknow Super Giants,Mumbai Indians,Chennai,173,118,2,,30.0,8.8,0,183.0
765,Lucknow Super Giants,Mumbai Indians,Chennai,173,117,1,,20.0,8.87,0,183.0
766,Lucknow Super Giants,Mumbai Indians,Chennai,171,116,0,,18.0,8.84,0,183.0
767,Mumbai Indians,Gujarat Titans,Ahmedabad,234,125,9,,-0.0,11.23,0,234.0
768,Mumbai Indians,Gujarat Titans,Ahmedabad,221,119,3,,78.0,11.14,0,234.0
769,Mumbai Indians,Gujarat Titans,Ahmedabad,219,118,2,,45.0,11.14,0,234.0
770,Mumbai Indians,Gujarat Titans,Ahmedabad,218,117,1,,32.0,11.18,0,234.0
771,Mumbai Indians,Gujarat Titans,Ahmedabad,217,116,0,,25.5,11.22,0,234.0
772,Chennai Super Kings,Gujarat Titans,Ahmedabad,215,125,9,,-0.0,10.32,1,215.0
773,Chennai Super Kings,Gujarat Titans,Ahmedabad,215,124,8,,-0.0,10.4,1,215.0
774,Chennai Super Kings,Gujarat Titans,Ahmedabad,205,119,3,,60.0,10.34,1,215.0
775,Chennai Super Kings,Gujarat Titans,Ahmedabad,199,118,2,,48.0,10.12,1,215.0
776,Chennai Super Kings,Gujarat Titans,Ahmedabad,198,117,1,,34.0,10.15,1,215.0
777,Chennai Super Kings,Gujarat Titans,Ahmedabad,197,116,0,,27.0,10.19,1,215.0
